[['margarine'], 576, '->', ['citrus fruit'], 814, 0.13541666666666666]
[['rolls/buns', 'beef'], 134, '->', ['whole milk'], 2513, 0.5]
[['beef'], 516, '->', ['whole milk', 'rolls/buns'], 557, 0.1298449612403101]
[['whole milk', 'beef'], 209, '->', ['rolls/buns'], 1809, 0.32057416267942584]
[['beef'], 516, '->', ['whole milk', 'rolls/buns'], 557, 0.1298449612403101]
[['whole milk', 'rolls/buns'], 557, '->', ['beef'], 516, 0.12028725314183124]
[['rolls/buns', 'soda'], 377, '->', ['whole milk'], 2513, 0.23076923076923078]
[['whole milk', 'soda'], 394, '->', ['rolls/buns'], 1809, 0.22081218274111675]
[['whole milk', 'rolls/buns'], 557, '->', ['soda'], 1715, 0.1561938958707361]
[['rolls/buns', 'newspapers'], 194, '->', ['whole milk'], 2513, 0.3865979381443299]
[['whole milk', 'newspapers'], 269, '->', ['rolls/buns'], 1809, 0.2788104089219331]
[['whole milk', 'rolls/buns'], 557, '->', ['newspapers'], 785, 0.13464991023339318]
[['rolls/buns', 'pastry'], 206, '->', ['whole milk'], 2513, 0.4077669902912621]
[['whole milk', 'pastry'], 327, '->', ['rolls/buns'], 1809, 0.25688073394495414]
[['whole milk', 'rolls/buns'], 557, '->', ['pastry'], 875, 0.15080789946140036]
[['rolls/buns', 'root vegetables'], 239, '->', ['whole milk'], 2513, 0.5230125523012552]
[['root vegetables'], 1072, '->', ['whole milk', 'rolls/buns'], 557, 0.1166044776119403]
[['whole milk', 'root vegetables'], 481, '->', ['rolls/buns'], 1809, 0.2598752598752599]
[['root vegetables'], 1072, '->', ['whole milk', 'rolls/buns'], 557, 0.1166044776119403]
[['whole milk', 'rolls/buns'], 557, '->', ['root vegetables'], 1072, 0.2244165170556553]
[['rolls/buns', 'sausage'], 301, '->', ['whole milk'], 2513, 0.30564784053156147]
[['whole milk', 'sausage'], 294, '->', ['rolls/buns'], 1809, 0.3129251700680272]
[['whole milk', 'rolls/buns'], 557, '->', ['sausage'], 924, 0.1651705565529623]
[['rolls/buns', 'pork'], 111, '->', ['whole milk'], 2513, 0.5495495495495496]
[['pork'], 567, '->', ['whole milk', 'rolls/buns'], 557, 0.10758377425044091]
[['whole milk', 'pork'], 218, '->', ['rolls/buns'], 1809, 0.2798165137614679]
[['pork'], 567, '->', ['whole milk', 'rolls/buns'], 557, 0.10758377425044091]
[['whole milk', 'rolls/buns'], 557, '->', ['pork'], 567, 0.10951526032315978]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['whole milk'], 2513, 0.5347222222222222]
[['whipped/sour cream'], 705, '->', ['whole milk', 'rolls/buns'], 557, 0.10921985815602837]
[['whole milk', 'whipped/sour cream'], 317, '->', ['rolls/buns'], 1809, 0.24290220820189273]
[['whipped/sour cream'], 705, '->', ['whole milk', 'rolls/buns'], 557, 0.10921985815602837]
[['whole milk', 'rolls/buns'], 557, '->', ['whipped/sour cream'], 705, 0.13824057450628366]
[['rolls/buns', 'domestic eggs'], 154, '->', ['whole milk'], 2513, 0.42207792207792205]
[['domestic eggs'], 624, '->', ['whole milk', 'rolls/buns'], 557, 0.10416666666666667]
[['whole milk', 'domestic eggs'], 295, '->', ['rolls/buns'], 1809, 0.22033898305084745]
[['domestic eggs'], 624, '->', ['whole milk', 'rolls/buns'], 557, 0.10416666666666667]
[['whole milk', 'rolls/buns'], 557, '->', ['domestic eggs'], 624, 0.11669658886894076]
[['bottled water', 'soda'], 285, '->', ['whole milk'], 2513, 0.2596491228070175]
[['whole milk', 'soda'], 394, '->', ['bottled water'], 1087, 0.18781725888324874]
[['whole milk', 'bottled water'], 338, '->', ['soda'], 1715, 0.21893491124260356]
[['bottled water', 'root vegetables'], 154, '->', ['whole milk'], 2513, 0.4675324675324675]
[['whole milk', 'root vegetables'], 481, '->', ['bottled water'], 1087, 0.1496881496881497]
[['whole milk', 'bottled water'], 338, '->', ['root vegetables'], 1072, 0.21301775147928995]
[['curd', 'root vegetables'], 107, '->', ['whole milk'], 2513, 0.5700934579439252]
[['whole milk', 'root vegetables'], 481, '->', ['curd'], 524, 0.12681912681912683]
[['whole milk', 'curd'], 257, '->', ['root vegetables'], 1072, 0.23735408560311283]
[['curd'], 524, '->', ['whole milk', 'root vegetables'], 481, 0.11641221374045801]
[['beef', 'root vegetables'], 171, '->', ['whole milk'], 2513, 0.4619883040935672]
[['whole milk', 'root vegetables'], 481, '->', ['beef'], 516, 0.16424116424116425]
[['whole milk', 'beef'], 209, '->', ['root vegetables'], 1072, 0.37799043062200954]
[['beef'], 516, '->', ['whole milk', 'root vegetables'], 481, 0.15310077519379844]
[['soda', 'pastry'], 207, '->', ['whole milk'], 2513, 0.391304347826087]
[['whole milk', 'pastry'], 327, '->', ['soda'], 1715, 0.24770642201834864]
[['whole milk', 'soda'], 394, '->', ['pastry'], 875, 0.20558375634517767]
[['soda', 'root vegetables'], 183, '->', ['whole milk'], 2513, 0.4371584699453552]
[['whole milk', 'root vegetables'], 481, '->', ['soda'], 1715, 0.16632016632016633]
[['whole milk', 'soda'], 394, '->', ['root vegetables'], 1072, 0.20304568527918782]
[['soda', 'sausage'], 239, '->', ['whole milk'], 2513, 0.27615062761506276]
[['whole milk', 'sausage'], 294, '->', ['soda'], 1715, 0.22448979591836735]
[['whole milk', 'soda'], 394, '->', ['sausage'], 924, 0.16751269035532995]
[['soda', 'shopping bags'], 242, '->', ['whole milk'], 2513, 0.2768595041322314]
[['whole milk', 'shopping bags'], 241, '->', ['soda'], 1715, 0.27800829875518673]
[['whole milk', 'soda'], 394, '->', ['shopping bags'], 969, 0.1700507614213198]
[['fruit/vegetable juice', 'root vegetables'], 118, '->', ['whole milk'], 2513, 0.5423728813559322]
[['whole milk', 'root vegetables'], 481, '->', ['fruit/vegetable juice'], 711, 0.13305613305613306]
[['whole milk', 'fruit/vegetable juice'], 262, '->', ['root vegetables'], 1072, 0.24427480916030533]
[['root vegetables', 'sausage'], 147, '->', ['whole milk'], 2513, 0.5170068027210885]
[['whole milk', 'sausage'], 294, '->', ['root vegetables'], 1072, 0.2585034013605442]
[['whole milk', 'root vegetables'], 481, '->', ['sausage'], 924, 0.158004158004158]
[['root vegetables', 'pork'], 134, '->', ['whole milk'], 2513, 0.5]
[['pork'], 567, '->', ['whole milk', 'root vegetables'], 481, 0.11816578483245149]
[['whole milk', 'pork'], 218, '->', ['root vegetables'], 1072, 0.3073394495412844]
[['pork'], 567, '->', ['whole milk', 'root vegetables'], 481, 0.11816578483245149]
[['whole milk', 'root vegetables'], 481, '->', ['pork'], 567, 0.1392931392931393]
[['root vegetables', 'whipped/sour cream'], 168, '->', ['whole milk'], 2513, 0.5535714285714286]
[['whipped/sour cream'], 705, '->', ['whole milk', 'root vegetables'], 481, 0.13191489361702127]
[['whole milk', 'whipped/sour cream'], 317, '->', ['root vegetables'], 1072, 0.29337539432176657]
[['whipped/sour cream'], 705, '->', ['whole milk', 'root vegetables'], 481, 0.13191489361702127]
[['whole milk', 'root vegetables'], 481, '->', ['whipped/sour cream'], 705, 0.19334719334719336]
[['root vegetables', 'domestic eggs'], 141, '->', ['whole milk'], 2513, 0.5957446808510638]
[['domestic eggs'], 624, '->', ['whole milk', 'root vegetables'], 481, 0.1346153846153846]
[['whole milk', 'domestic eggs'], 295, '->', ['root vegetables'], 1072, 0.2847457627118644]
[['domestic eggs'], 624, '->', ['whole milk', 'root vegetables'], 481, 0.1346153846153846]
[['whole milk', 'root vegetables'], 481, '->', ['domestic eggs'], 624, 0.17463617463617465]
[['root vegetables', 'frozen vegetables'], 114, '->', ['whole milk'], 2513, 0.5350877192982456]
[['frozen vegetables'], 473, '->', ['whole milk', 'root vegetables'], 481, 0.12896405919661733]
[['whole milk', 'frozen vegetables'], 201, '->', ['root vegetables'], 1072, 0.3034825870646766]
[['frozen vegetables'], 473, '->', ['whole milk', 'root vegetables'], 481, 0.12896405919661733]
[['whole milk', 'root vegetables'], 481, '->', ['frozen vegetables'], 473, 0.12681912681912683]
[['other vegetables', 'root vegetables'], 466, '->', ['pip fruit'], 744, 0.17167381974248927]
[['pip fruit', 'root vegetables'], 153, '->', ['other vegetables'], 1903, 0.5228758169934641]
[['pip fruit', 'other vegetables'], 257, '->', ['root vegetables'], 1072, 0.311284046692607]
[['butter', 'root vegetables'], 127, '->', ['other vegetables'], 1903, 0.5118110236220472]
[['other vegetables', 'root vegetables'], 466, '->', ['butter'], 545, 0.13948497854077252]
[['other vegetables', 'butter'], 197, '->', ['root vegetables'], 1072, 0.3299492385786802]
[['butter'], 545, '->', ['other vegetables', 'root vegetables'], 466, 0.11926605504587157]
[['rolls/buns', 'bottled water'], 238, '->', ['other vegetables'], 1903, 0.3025210084033613]
[['other vegetables', 'bottled water'], 244, '->', ['rolls/buns'], 1809, 0.29508196721311475]
[['other vegetables', 'rolls/buns'], 419, '->', ['bottled water'], 1087, 0.1718377088305489]
[['rolls/buns', 'soda'], 377, '->', ['other vegetables'], 1903, 0.2572944297082228]
[['other vegetables', 'soda'], 322, '->', ['rolls/buns'], 1809, 0.30124223602484473]
[['other vegetables', 'rolls/buns'], 419, '->', ['soda'], 1715, 0.2315035799522673]
[['rolls/buns', 'root vegetables'], 239, '->', ['other vegetables'], 1903, 0.502092050209205]
[['root vegetables'], 1072, '->', ['other vegetables', 'rolls/buns'], 419, 0.11194029850746269]
[['other vegetables', 'root vegetables'], 466, '->', ['rolls/buns'], 1809, 0.2575107296137339]
[['root vegetables'], 1072, '->', ['other vegetables', 'rolls/buns'], 419, 0.11194029850746269]
[['other vegetables', 'rolls/buns'], 419, '->', ['root vegetables'], 1072, 0.2863961813842482]
[['rolls/buns', 'sausage'], 301, '->', ['other vegetables'], 1903, 0.28903654485049834]
[['other vegetables', 'sausage'], 265, '->', ['rolls/buns'], 1809, 0.3283018867924528]
[['other vegetables', 'rolls/buns'], 419, '->', ['sausage'], 924, 0.20763723150357996]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['other vegetables'], 1903, 0.4583333333333333]
[['other vegetables', 'whipped/sour cream'], 284, '->', ['rolls/buns'], 1809, 0.2323943661971831]
[['other vegetables', 'rolls/buns'], 419, '->', ['whipped/sour cream'], 705, 0.1575178997613365]
[['bottled water', 'root vegetables'], 154, '->', ['other vegetables'], 1903, 0.44805194805194803]
[['other vegetables', 'root vegetables'], 466, '->', ['bottled water'], 1087, 0.148068669527897]
[['other vegetables', 'bottled water'], 244, '->', ['root vegetables'], 1072, 0.2827868852459016]
[['beef', 'root vegetables'], 171, '->', ['other vegetables'], 1903, 0.45614035087719296]
[['other vegetables', 'root vegetables'], 466, '->', ['beef'], 516, 0.16738197424892703]
[['other vegetables', 'beef'], 194, '->', ['root vegetables'], 1072, 0.4020618556701031]
[['beef'], 516, '->', ['other vegetables', 'root vegetables'], 466, 0.1511627906976744]
[['soda', 'root vegetables'], 183, '->', ['other vegetables'], 1903, 0.4426229508196721]
[['other vegetables', 'root vegetables'], 466, '->', ['soda'], 1715, 0.17381974248927037]
[['other vegetables', 'soda'], 322, '->', ['root vegetables'], 1072, 0.2515527950310559]
[['soda', 'sausage'], 239, '->', ['other vegetables'], 1903, 0.29707112970711297]
[['other vegetables', 'sausage'], 265, '->', ['soda'], 1715, 0.2679245283018868]
[['other vegetables', 'soda'], 322, '->', ['sausage'], 924, 0.2204968944099379]
[['fruit/vegetable juice', 'root vegetables'], 118, '->', ['other vegetables'], 1903, 0.5508474576271186]
[['other vegetables', 'root vegetables'], 466, '->', ['fruit/vegetable juice'], 711, 0.13948497854077252]
[['other vegetables', 'fruit/vegetable juice'], 207, '->', ['root vegetables'], 1072, 0.3140096618357488]
[['root vegetables', 'sausage'], 147, '->', ['other vegetables'], 1903, 0.4557823129251701]
[['other vegetables', 'sausage'], 265, '->', ['root vegetables'], 1072, 0.2528301886792453]
[['other vegetables', 'root vegetables'], 466, '->', ['sausage'], 924, 0.14377682403433475]
[['root vegetables', 'shopping bags'], 126, '->', ['other vegetables'], 1903, 0.5158730158730159]
[['other vegetables', 'shopping bags'], 228, '->', ['root vegetables'], 1072, 0.2850877192982456]
[['other vegetables', 'root vegetables'], 466, '->', ['shopping bags'], 969, 0.13948497854077252]
[['root vegetables', 'pork'], 134, '->', ['other vegetables'], 1903, 0.5149253731343284]
[['pork'], 567, '->', ['other vegetables', 'root vegetables'], 466, 0.12169312169312169]
[['other vegetables', 'pork'], 213, '->', ['root vegetables'], 1072, 0.323943661971831]
[['pork'], 567, '->', ['other vegetables', 'root vegetables'], 466, 0.12169312169312169]
[['other vegetables', 'root vegetables'], 466, '->', ['pork'], 567, 0.148068669527897]
[['root vegetables', 'whipped/sour cream'], 168, '->', ['other vegetables'], 1903, 0.5]
[['whipped/sour cream'], 705, '->', ['other vegetables', 'root vegetables'], 466, 0.11914893617021277]
[['other vegetables', 'whipped/sour cream'], 284, '->', ['root vegetables'], 1072, 0.29577464788732394]
[['whipped/sour cream'], 705, '->', ['other vegetables', 'root vegetables'], 466, 0.11914893617021277]
[['other vegetables', 'root vegetables'], 466, '->', ['whipped/sour cream'], 705, 0.18025751072961374]
[['root vegetables', 'domestic eggs'], 141, '->', ['other vegetables'], 1903, 0.5106382978723404]
[['domestic eggs'], 624, '->', ['other vegetables', 'root vegetables'], 466, 0.11538461538461539]
[['other vegetables', 'domestic eggs'], 219, '->', ['root vegetables'], 1072, 0.3287671232876712]
[['domestic eggs'], 624, '->', ['other vegetables', 'root vegetables'], 466, 0.11538461538461539]
[['other vegetables', 'root vegetables'], 466, '->', ['domestic eggs'], 624, 0.15450643776824036]
[['bottled water', 'soda'], 285, '->', ['rolls/buns'], 1809, 0.23508771929824562]
[['rolls/buns', 'soda'], 377, '->', ['bottled water'], 1087, 0.17771883289124668]
[['rolls/buns', 'bottled water'], 238, '->', ['soda'], 1715, 0.2815126050420168]
[['soda', 'sausage'], 239, '->', ['rolls/buns'], 1809, 0.39748953974895396]
[['sausage'], 924, '->', ['rolls/buns', 'soda'], 377, 0.10281385281385282]
[['rolls/buns', 'sausage'], 301, '->', ['soda'], 1715, 0.31561461794019935]
[['sausage'], 924, '->', ['rolls/buns', 'soda'], 377, 0.10281385281385282]
[['rolls/buns', 'soda'], 377, '->', ['sausage'], 924, 0.2519893899204244]
[['soda', 'shopping bags'], 242, '->', ['rolls/buns'], 1809, 0.256198347107438]
[['rolls/buns', 'shopping bags'], 192, '->', ['soda'], 1715, 0.3229166666666667]
[['rolls/buns', 'soda'], 377, '->', ['shopping bags'], 969, 0.16445623342175067]
[['yogurt', 'whole milk', 'other vegetables'], 219, '->', ['tropical fruit'], 1032, 0.3424657534246575]
[['whole milk', 'other vegetables'], 736, '->', ['tropical fruit', 'yogurt'], 288, 0.10190217391304347]
[['tropical fruit', 'whole milk', 'other vegetables'], 168, '->', ['yogurt'], 1372, 0.44642857142857145]
[['whole milk', 'other vegetables'], 736, '->', ['tropical fruit', 'yogurt'], 288, 0.10190217391304347]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['whole milk'], 2513, 0.6198347107438017]
[['yogurt', 'other vegetables'], 427, '->', ['tropical fruit', 'whole milk'], 416, 0.1756440281030445]
[['tropical fruit', 'yogurt', 'whole milk'], 149, '->', ['other vegetables'], 1903, 0.5033557046979866]
[['yogurt', 'whole milk'], 551, '->', ['tropical fruit', 'other vegetables'], 353, 0.13611615245009073]
[['whole milk', 'other vegetables', 'root vegetables'], 228, '->', ['tropical fruit'], 1032, 0.3026315789473684]
[['other vegetables', 'root vegetables'], 466, '->', ['tropical fruit', 'whole milk'], 416, 0.148068669527897]
[['tropical fruit', 'other vegetables', 'root vegetables'], 121, '->', ['whole milk'], 2513, 0.5702479338842975]
[['other vegetables', 'root vegetables'], 466, '->', ['tropical fruit', 'whole milk'], 416, 0.148068669527897]
[['tropical fruit', 'whole milk', 'root vegetables'], 118, '->', ['other vegetables'], 1903, 0.5847457627118644]
[['whole milk', 'root vegetables'], 481, '->', ['tropical fruit', 'other vegetables'], 353, 0.14345114345114346]
[['tropical fruit', 'whole milk', 'other vegetables'], 168, '->', ['root vegetables'], 1072, 0.4107142857142857]
[['whole milk', 'other vegetables', 'root vegetables'], 228, '->', ['yogurt'], 1372, 0.33771929824561403]
[['other vegetables', 'root vegetables'], 466, '->', ['yogurt', 'whole milk'], 551, 0.16523605150214593]
[['yogurt', 'other vegetables', 'root vegetables'], 127, '->', ['whole milk'], 2513, 0.6062992125984252]
[['other vegetables', 'root vegetables'], 466, '->', ['yogurt', 'whole milk'], 551, 0.16523605150214593]
[['yogurt', 'whole milk', 'root vegetables'], 143, '->', ['other vegetables'], 1903, 0.5384615384615384]
[['whole milk', 'root vegetables'], 481, '->', ['yogurt', 'other vegetables'], 427, 0.1600831600831601]
[['yogurt', 'whole milk', 'other vegetables'], 219, '->', ['root vegetables'], 1072, 0.3515981735159817]
[['whole milk', 'other vegetables'], 736, '->', ['yogurt', 'root vegetables'], 254, 0.10461956521739131]
[['other vegetables', 'rolls/buns', 'root vegetables'], 120, '->', ['whole milk'], 2513, 0.5083333333333333]
[['rolls/buns', 'root vegetables'], 239, '->', ['whole milk', 'other vegetables'], 736, 0.25523012552301255]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['other vegetables'], 1903, 0.488]
[['rolls/buns', 'root vegetables'], 239, '->', ['whole milk', 'other vegetables'], 736, 0.25523012552301255]
[['whole milk', 'other vegetables', 'root vegetables'], 228, '->', ['rolls/buns'], 1809, 0.2675438596491228]
[['other vegetables', 'root vegetables'], 466, '->', ['whole milk', 'rolls/buns'], 557, 0.13090128755364808]
[['whole milk', 'other vegetables', 'rolls/buns'], 176, '->', ['root vegetables'], 1072, 0.3465909090909091]
[['other vegetables', 'rolls/buns'], 419, '->', ['whole milk', 'root vegetables'], 481, 0.14558472553699284]
