[['citrus fruit'], 814]
[['tropical fruit', 'whole milk', 'rolls/buns', 'fruit/vegetable juice'], 12]
[['tropical fruit', 'whole milk', 'rolls/buns', 'newspapers'], 17]
[['tropical fruit', 'whole milk', 'rolls/buns', 'pastry'], 19]
[['tropical fruit', 'whole milk', 'rolls/buns', 'root vegetables'], 37]
[['tropical fruit', 'whole milk', 'rolls/buns', 'waffles'], 11]
[['tropical fruit', 'whole milk', 'rolls/buns', 'sausage'], 22]
[['tropical fruit', 'whole milk', 'rolls/buns', 'hygiene articles'], 12]
[['tropical fruit', 'whole milk', 'rolls/buns', 'napkins'], 15]
[['tropical fruit', 'whole milk', 'rolls/buns', 'pork'], 12]
[['tropical fruit', 'whole milk', 'rolls/buns', 'whipped/sour cream'], 21]
[['tropical fruit', 'whole milk', 'rolls/buns', 'domestic eggs'], 14]
[['tropical fruit', 'whole milk', 'rolls/buns', 'frozen vegetables'], 11]
[['tropical fruit', 'whole milk', 'bottled beer', 'root vegetables'], 12]
[['tropical fruit', 'whole milk', 'white bread', 'fruit/vegetable juice'], 12]
[['tropical fruit', 'whole milk', 'white bread', 'root vegetables'], 15]
[['tropical fruit', 'whole milk', 'white bread', 'sausage'], 14]
[['tropical fruit', 'whole milk', 'white bread', 'shopping bags'], 12]
[['tropical fruit', 'whole milk', 'white bread', 'napkins'], 12]
[['tropical fruit', 'whole milk', 'bottled water', 'curd'], 11]
[['tropical fruit', 'whole milk', 'bottled water', 'soda'], 15]
[['tropical fruit', 'whole milk', 'bottled water', 'fruit/vegetable juice'], 16]
[['tropical fruit', 'whole milk', 'bottled water', 'root vegetables'], 25]
[['tropical fruit', 'whole milk', 'bottled water', 'sausage'], 11]
[['tropical fruit', 'whole milk', 'bottled water', 'hygiene articles'], 15]
[['tropical fruit', 'whole milk', 'bottled water', 'napkins'], 15]
[['tropical fruit', 'whole milk', 'bottled water', 'whipped/sour cream'], 15]
[['tropical fruit', 'whole milk', 'bottled water', 'domestic eggs'], 17]
[['tropical fruit', 'whole milk', 'bottled water', 'frozen vegetables'], 14]
[['tropical fruit', 'whole milk', 'chocolate', 'soda'], 14]
[['tropical fruit', 'whole milk', 'chocolate', 'newspapers'], 13]
[['tropical fruit', 'whole milk', 'chocolate', 'sausage'], 11]
[['tropical fruit', 'whole milk', 'curd', 'pastry'], 12]
[['tropical fruit', 'whole milk', 'curd', 'root vegetables'], 20]
[['tropical fruit', 'whole milk', 'curd', 'sausage'], 12]
[['tropical fruit', 'whole milk', 'curd', 'whipped/sour cream'], 20]
[['tropical fruit', 'whole milk', 'curd', 'domestic eggs'], 17]
[['tropical fruit', 'whole milk', 'curd', 'frozen vegetables'], 11]
[['tropical fruit', 'whole milk', 'beef', 'root vegetables'], 25]
[['tropical fruit', 'whole milk', 'beef', 'sausage'], 12]
[['tropical fruit', 'whole milk', 'beef', 'whipped/sour cream'], 13]
[['tropical fruit', 'whole milk', 'frankfurter', 'root vegetables'], 20]
[['tropical fruit', 'whole milk', 'frankfurter', 'sausage'], 14]
[['tropical fruit', 'whole milk', 'frankfurter', 'whipped/sour cream'], 14]
[['tropical fruit', 'whole milk', 'soda', 'fruit/vegetable juice'], 12]
[['tropical fruit', 'whole milk', 'soda', 'newspapers'], 13]
[['tropical fruit', 'whole milk', 'soda', 'pastry'], 18]
[['tropical fruit', 'whole milk', 'soda', 'root vegetables'], 16]
[['tropical fruit', 'whole milk', 'soda', 'sausage'], 18]
[['tropical fruit', 'whole milk', 'soda', 'brown bread'], 11]
[['tropical fruit', 'whole milk', 'soda', 'shopping bags'], 17]
[['tropical fruit', 'whole milk', 'soda', 'napkins'], 13]
[['tropical fruit', 'whole milk', 'soda', 'whipped/sour cream'], 13]
[['tropical fruit', 'whole milk', 'soda', 'domestic eggs'], 17]
[['tropical fruit', 'whole milk', 'soda', 'frozen meals'], 11]
[['tropical fruit', 'whole milk', 'chicken', 'root vegetables'], 15]
[['tropical fruit', 'whole milk', 'sugar', 'domestic eggs'], 11]
[['tropical fruit', 'whole milk', 'fruit/vegetable juice', 'root vegetables'], 18]
[['tropical fruit', 'whole milk', 'fruit/vegetable juice', 'sausage'], 12]
[['tropical fruit', 'whole milk', 'fruit/vegetable juice', 'brown bread'], 14]
[['tropical fruit', 'whole milk', 'fruit/vegetable juice', 'whipped/sour cream'], 11]
[['tropical fruit', 'whole milk', 'fruit/vegetable juice', 'domestic eggs'], 12]
[['tropical fruit', 'whole milk', 'newspapers', 'root vegetables'], 17]
[['tropical fruit', 'whole milk', 'newspapers', 'sausage'], 15]
[['tropical fruit', 'whole milk', 'pastry', 'root vegetables'], 16]
[['tropical fruit', 'whole milk', 'pastry', 'sausage'], 14]
[['tropical fruit', 'whole milk', 'pastry', 'shopping bags'], 11]
[['tropical fruit', 'whole milk', 'pastry', 'whipped/sour cream'], 11]
[['tropical fruit', 'whole milk', 'pastry', 'domestic eggs'], 13]
[['tropical fruit', 'whole milk', 'root vegetables', 'waffles'], 12]
[['tropical fruit', 'whole milk', 'root vegetables', 'sausage'], 27]
[['tropical fruit', 'whole milk', 'root vegetables', 'brown bread'], 17]
[['tropical fruit', 'whole milk', 'root vegetables', 'hygiene articles'], 12]
[['tropical fruit', 'whole milk', 'root vegetables', 'napkins'], 14]
[['tropical fruit', 'whole milk', 'root vegetables', 'pork'], 13]
[['tropical fruit', 'whole milk', 'root vegetables', 'berries'], 12]
[['tropical fruit', 'whole milk', 'root vegetables', 'whipped/sour cream'], 27]
[['tropical fruit', 'whole milk', 'root vegetables', 'domestic eggs'], 27]
[['tropical fruit', 'whole milk', 'root vegetables', 'hard cheese'], 11]
[['tropical fruit', 'whole milk', 'root vegetables', 'oil'], 15]
[['tropical fruit', 'whole milk', 'root vegetables', 'frozen vegetables'], 23]
[['tropical fruit', 'whole milk', 'root vegetables', 'frozen meals'], 11]
[['tropical fruit', 'whole milk', 'root vegetables', 'onions'], 12]
[['tropical fruit', 'whole milk', 'root vegetables', 'herbs'], 15]
[['tropical fruit', 'whole milk', 'root vegetables', 'sliced cheese'], 14]
[['tropical fruit', 'whole milk', 'sausage', 'brown bread'], 11]
[['tropical fruit', 'whole milk', 'sausage', 'pork'], 11]
[['tropical fruit', 'whole milk', 'sausage', 'whipped/sour cream'], 16]
[['tropical fruit', 'whole milk', 'sausage', 'domestic eggs'], 14]
[['tropical fruit', 'whole milk', 'shopping bags', 'napkins'], 13]
[['tropical fruit', 'whole milk', 'hygiene articles', 'napkins'], 12]
[['tropical fruit', 'whole milk', 'hygiene articles', 'domestic eggs'], 12]
[['tropical fruit', 'whole milk', 'napkins', 'whipped/sour cream'], 12]
[['tropical fruit', 'whole milk', 'napkins', 'domestic eggs'], 13]
[['tropical fruit', 'whole milk', 'pork', 'frozen vegetables'], 12]
[['tropical fruit', 'whole milk', 'berries', 'whipped/sour cream'], 11]
[['tropical fruit', 'whole milk', 'whipped/sour cream', 'domestic eggs'], 18]
[['tropical fruit', 'whole milk', 'whipped/sour cream', 'frozen vegetables'], 12]
[['tropical fruit', 'whole milk', 'whipped/sour cream', 'onions'], 11]
[['tropical fruit', 'whole milk', 'whipped/sour cream', 'sliced cheese'], 11]
[['tropical fruit', 'pip fruit', 'other vegetables', 'butter'], 12]
[['tropical fruit', 'pip fruit', 'other vegetables', 'rolls/buns'], 18]
[['tropical fruit', 'pip fruit', 'other vegetables', 'white bread'], 12]
[['tropical fruit', 'pip fruit', 'other vegetables', 'bottled water'], 11]
[['tropical fruit', 'pip fruit', 'other vegetables', 'curd'], 16]
[['tropical fruit', 'pip fruit', 'other vegetables', 'beef'], 11]
[['tropical fruit', 'pip fruit', 'other vegetables', 'frankfurter'], 14]
[['tropical fruit', 'pip fruit', 'other vegetables', 'soda'], 16]
[['tropical fruit', 'pip fruit', 'other vegetables', 'chicken'], 14]
[['tropical fruit', 'pip fruit', 'other vegetables', 'fruit/vegetable juice'], 18]
[['tropical fruit', 'pip fruit', 'other vegetables', 'pastry'], 17]
[['tropical fruit', 'pip fruit', 'other vegetables', 'root vegetables'], 33]
[['tropical fruit', 'pip fruit', 'other vegetables', 'sausage'], 13]
[['tropical fruit', 'pip fruit', 'other vegetables', 'brown bread'], 19]
[['tropical fruit', 'pip fruit', 'other vegetables', 'shopping bags'], 12]
[['tropical fruit', 'pip fruit', 'other vegetables', 'napkins'], 11]
[['tropical fruit', 'pip fruit', 'other vegetables', 'whipped/sour cream'], 27]
[['tropical fruit', 'pip fruit', 'other vegetables', 'dessert'], 13]
[['tropical fruit', 'pip fruit', 'other vegetables', 'domestic eggs'], 13]
[['tropical fruit', 'pip fruit', 'other vegetables', 'ham'], 16]
[['tropical fruit', 'pip fruit', 'other vegetables', 'frozen meals'], 11]
[['tropical fruit', 'pip fruit', 'other vegetables', 'sliced cheese'], 11]
[['tropical fruit', 'pip fruit', 'rolls/buns', 'soda'], 13]
[['tropical fruit', 'pip fruit', 'rolls/buns', 'pastry'], 13]
[['tropical fruit', 'pip fruit', 'rolls/buns', 'root vegetables'], 16]
[['tropical fruit', 'pip fruit', 'pastry', 'sausage'], 12]
[['tropical fruit', 'pip fruit', 'root vegetables', 'whipped/sour cream'], 13]
[['tropical fruit', 'pip fruit', 'shopping bags', 'whipped/sour cream'], 11]
[['tropical fruit', 'cream cheese', 'other vegetables', 'root vegetables'], 14]
[['tropical fruit', 'cream cheese', 'other vegetables', 'whipped/sour cream'], 14]
[['tropical fruit', 'other vegetables', 'long life bakery product', 'root vegetables'], 11]
[['tropical fruit', 'other vegetables', 'butter', 'rolls/buns'], 14]
[['tropical fruit', 'other vegetables', 'butter', 'white bread'], 11]
[['tropical fruit', 'other vegetables', 'butter', 'curd'], 12]
[['tropical fruit', 'other vegetables', 'butter', 'fruit/vegetable juice'], 15]
[['tropical fruit', 'other vegetables', 'butter', 'root vegetables'], 23]
[['tropical fruit', 'other vegetables', 'butter', 'sausage'], 15]
[['tropical fruit', 'other vegetables', 'butter', 'whipped/sour cream'], 23]
[['tropical fruit', 'other vegetables', 'butter', 'domestic eggs'], 17]
[['tropical fruit', 'other vegetables', 'butter', 'sliced cheese'], 11]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'bottled water'], 15]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'chocolate'], 12]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'curd'], 12]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'beef'], 17]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'frankfurter'], 12]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'soda'], 22]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'chicken'], 11]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'fruit/vegetable juice'], 12]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'newspapers'], 16]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'pastry'], 14]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'root vegetables'], 35]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'sausage'], 16]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'napkins'], 12]
[['tropical fruit', 'other vegetables', 'rolls/buns', 'whipped/sour cream'], 19]
[['tropical fruit', 'other vegetables', 'bottled beer', 'root vegetables'], 13]
[['tropical fruit', 'other vegetables', 'white bread', 'soda'], 12]
[['tropical fruit', 'other vegetables', 'white bread', 'fruit/vegetable juice'], 13]
[['tropical fruit', 'other vegetables', 'white bread', 'root vegetables'], 13]
[['tropical fruit', 'other vegetables', 'white bread', 'whipped/sour cream'], 17]
[['tropical fruit', 'other vegetables', 'bottled water', 'curd'], 11]
[['tropical fruit', 'other vegetables', 'bottled water', 'soda'], 15]
[['tropical fruit', 'other vegetables', 'bottled water', 'fruit/vegetable juice'], 12]
[['tropical fruit', 'other vegetables', 'bottled water', 'newspapers'], 11]
[['tropical fruit', 'other vegetables', 'bottled water', 'root vegetables'], 26]
[['tropical fruit', 'other vegetables', 'bottled water', 'sausage'], 12]
[['tropical fruit', 'other vegetables', 'bottled water', 'whipped/sour cream'], 15]
[['tropical fruit', 'other vegetables', 'bottled water', 'domestic eggs'], 12]
[['tropical fruit', 'other vegetables', 'bottled water', 'frozen vegetables'], 11]
[['tropical fruit', 'other vegetables', 'chocolate', 'soda'], 11]
[['tropical fruit', 'other vegetables', 'chocolate', 'pastry'], 11]
[['tropical fruit', 'other vegetables', 'chocolate', 'root vegetables'], 11]
[['tropical fruit', 'other vegetables', 'chocolate', 'sausage'], 11]
[['tropical fruit', 'other vegetables', 'curd', 'fruit/vegetable juice'], 12]
[['tropical fruit', 'other vegetables', 'curd', 'root vegetables'], 20]
[['tropical fruit', 'other vegetables', 'curd', 'sausage'], 15]
[['tropical fruit', 'other vegetables', 'curd', 'whipped/sour cream'], 17]
[['tropical fruit', 'other vegetables', 'curd', 'domestic eggs'], 13]
[['tropical fruit', 'other vegetables', 'beef', 'root vegetables'], 27]
[['tropical fruit', 'other vegetables', 'beef', 'sausage'], 11]
[['tropical fruit', 'other vegetables', 'beef', 'whipped/sour cream'], 14]
[['tropical fruit', 'other vegetables', 'frankfurter', 'root vegetables'], 13]
[['tropical fruit', 'other vegetables', 'frankfurter', 'whipped/sour cream'], 14]
[['tropical fruit', 'other vegetables', 'soda', 'fruit/vegetable juice'], 13]
[['tropical fruit', 'other vegetables', 'soda', 'newspapers'], 15]
[['tropical fruit', 'other vegetables', 'soda', 'pastry'], 14]
[['tropical fruit', 'other vegetables', 'soda', 'root vegetables'], 23]
[['tropical fruit', 'other vegetables', 'soda', 'sausage'], 15]
[['tropical fruit', 'other vegetables', 'soda', 'shopping bags'], 11]
[['tropical fruit', 'other vegetables', 'soda', 'napkins'], 12]
[['tropical fruit', 'other vegetables', 'soda', 'whipped/sour cream'], 14]
[['tropical fruit', 'other vegetables', 'soda', 'domestic eggs'], 12]
[['tropical fruit', 'other vegetables', 'chicken', 'root vegetables'], 18]
[['tropical fruit', 'other vegetables', 'fruit/vegetable juice', 'pastry'], 13]
[['tropical fruit', 'other vegetables', 'fruit/vegetable juice', 'root vegetables'], 25]
[['tropical fruit', 'other vegetables', 'fruit/vegetable juice', 'brown bread'], 15]
[['tropical fruit', 'other vegetables', 'fruit/vegetable juice', 'whipped/sour cream'], 19]
[['tropical fruit', 'other vegetables', 'fruit/vegetable juice', 'grapes'], 11]
[['tropical fruit', 'other vegetables', 'fruit/vegetable juice', 'domestic eggs'], 11]
[['tropical fruit', 'other vegetables', 'fruit/vegetable juice', 'oil'], 12]
[['tropical fruit', 'other vegetables', 'fruit/vegetable juice', 'frozen vegetables'], 13]
[['tropical fruit', 'other vegetables', 'newspapers', 'root vegetables'], 18]
[['tropical fruit', 'other vegetables', 'pastry', 'root vegetables'], 14]
[['tropical fruit', 'other vegetables', 'pastry', 'sausage'], 11]
[['tropical fruit', 'other vegetables', 'pastry', 'whipped/sour cream'], 13]
[['tropical fruit', 'other vegetables', 'root vegetables', 'salty snack'], 11]
[['tropical fruit', 'other vegetables', 'root vegetables', 'sausage'], 17]
[['tropical fruit', 'other vegetables', 'root vegetables', 'brown bread'], 17]
[['tropical fruit', 'other vegetables', 'root vegetables', 'shopping bags'], 14]
[['tropical fruit', 'other vegetables', 'root vegetables', 'napkins'], 16]
[['tropical fruit', 'other vegetables', 'root vegetables', 'pork'], 15]
[['tropical fruit', 'other vegetables', 'root vegetables', 'berries'], 13]
[['tropical fruit', 'other vegetables', 'root vegetables', 'whipped/sour cream'], 33]
[['tropical fruit', 'other vegetables', 'root vegetables', 'grapes'], 12]
[['tropical fruit', 'other vegetables', 'root vegetables', 'domestic eggs'], 19]
[['tropical fruit', 'other vegetables', 'root vegetables', 'turkey'], 12]
[['tropical fruit', 'other vegetables', 'root vegetables', 'oil'], 17]
[['tropical fruit', 'other vegetables', 'root vegetables', 'frozen vegetables'], 17]
[['tropical fruit', 'other vegetables', 'root vegetables', 'onions'], 16]
[['tropical fruit', 'other vegetables', 'root vegetables', 'herbs'], 11]
[['tropical fruit', 'other vegetables', 'root vegetables', 'sliced cheese'], 15]
[['tropical fruit', 'other vegetables', 'salty snack', 'whipped/sour cream'], 12]
[['tropical fruit', 'other vegetables', 'sausage', 'brown bread'], 12]
[['tropical fruit', 'other vegetables', 'sausage', 'whipped/sour cream'], 13]
[['tropical fruit', 'other vegetables', 'sausage', 'domestic eggs'], 11]
[['tropical fruit', 'other vegetables', 'shopping bags', 'whipped/sour cream'], 12]
[['tropical fruit', 'other vegetables', 'whipped/sour cream', 'dessert'], 11]
[['tropical fruit', 'other vegetables', 'whipped/sour cream', 'domestic eggs'], 12]
[['tropical fruit', 'other vegetables', 'whipped/sour cream', 'frozen vegetables'], 14]
[['tropical fruit', 'other vegetables', 'whipped/sour cream', 'onions'], 11]
[['tropical fruit', 'other vegetables', 'whipped/sour cream', 'soft cheese'], 12]
[['tropical fruit', 'butter', 'rolls/buns', 'root vegetables'], 11]
[['tropical fruit', 'butter', 'root vegetables', 'whipped/sour cream'], 13]
[['tropical fruit', 'rolls/buns', 'bottled water', 'soda'], 13]
[['tropical fruit', 'rolls/buns', 'bottled water', 'root vegetables'], 12]
[['tropical fruit', 'rolls/buns', 'bottled water', 'domestic eggs'], 11]
[['tropical fruit', 'rolls/buns', 'beef', 'root vegetables'], 17]
[['tropical fruit', 'rolls/buns', 'soda', 'root vegetables'], 12]
[['tropical fruit', 'rolls/buns', 'soda', 'sausage'], 11]
[['tropical fruit', 'rolls/buns', 'pastry', 'root vegetables'], 11]
[['tropical fruit', 'rolls/buns', 'root vegetables', 'whipped/sour cream'], 15]
[['tropical fruit', 'bottled beer', 'bottled water', 'soda'], 11]
[['tropical fruit', 'fruit/vegetable juice', 'root vegetables', 'brown bread'], 11]
[['tropical fruit', 'root vegetables', 'whipped/sour cream', 'frozen vegetables'], 11]
[['yogurt', 'coffee', 'whole milk', 'other vegetables'], 22]
[['yogurt', 'coffee', 'whole milk', 'butter'], 12]
[['yogurt', 'coffee', 'whole milk', 'rolls/buns'], 16]
[['yogurt', 'coffee', 'whole milk', 'fruit/vegetable juice'], 12]
[['yogurt', 'coffee', 'whole milk', 'pastry'], 11]
[['yogurt', 'coffee', 'whole milk', 'root vegetables'], 13]
[['yogurt', 'coffee', 'whole milk', 'sausage'], 11]
[['yogurt', 'coffee', 'whole milk', 'whipped/sour cream'], 11]
[['yogurt', 'coffee', 'whole milk', 'frozen vegetables'], 11]
[['yogurt', 'coffee', 'other vegetables', 'root vegetables'], 11]
[['yogurt', 'whole milk', 'pip fruit', 'cream cheese'], 19]
[['yogurt', 'whole milk', 'pip fruit', 'other vegetables'], 50]
[['yogurt', 'whole milk', 'pip fruit', 'long life bakery product'], 13]
[['yogurt', 'whole milk', 'pip fruit', 'butter'], 17]
[['yogurt', 'whole milk', 'pip fruit', 'rolls/buns'], 23]
[['yogurt', 'whole milk', 'pip fruit', 'white bread'], 15]
[['yogurt', 'whole milk', 'pip fruit', 'bottled water'], 14]
[['yogurt', 'whole milk', 'pip fruit', 'curd'], 25]
[['yogurt', 'whole milk', 'pip fruit', 'beef'], 11]
[['yogurt', 'whole milk', 'pip fruit', 'frankfurter'], 15]
[['yogurt', 'whole milk', 'pip fruit', 'soda'], 20]
[['yogurt', 'whole milk', 'pip fruit', 'fruit/vegetable juice'], 23]
[['yogurt', 'whole milk', 'pip fruit', 'butter milk'], 13]
[['yogurt', 'whole milk', 'pip fruit', 'pastry'], 21]
[['yogurt', 'whole milk', 'pip fruit', 'root vegetables'], 35]
[['yogurt', 'whole milk', 'pip fruit', 'salty snack'], 11]
[['yogurt', 'whole milk', 'pip fruit', 'sausage'], 22]
[['yogurt', 'whole milk', 'pip fruit', 'brown bread'], 16]
[['yogurt', 'whole milk', 'pip fruit', 'hygiene articles'], 14]
[['yogurt', 'whole milk', 'pip fruit', 'whipped/sour cream'], 24]
[['yogurt', 'whole milk', 'pip fruit', 'dessert'], 11]
[['yogurt', 'whole milk', 'pip fruit', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'pip fruit', 'frozen vegetables'], 11]
[['yogurt', 'whole milk', 'pip fruit', 'frozen meals'], 14]
[['yogurt', 'whole milk', 'pip fruit', 'sliced cheese'], 14]
[['yogurt', 'whole milk', 'cream cheese', 'other vegetables'], 34]
[['yogurt', 'whole milk', 'cream cheese', 'butter'], 16]
[['yogurt', 'whole milk', 'cream cheese', 'rolls/buns'], 19]
[['yogurt', 'whole milk', 'cream cheese', 'curd'], 17]
[['yogurt', 'whole milk', 'cream cheese', 'beef'], 12]
[['yogurt', 'whole milk', 'cream cheese', 'soda'], 13]
[['yogurt', 'whole milk', 'cream cheese', 'fruit/vegetable juice'], 16]
[['yogurt', 'whole milk', 'cream cheese', 'butter milk'], 11]
[['yogurt', 'whole milk', 'cream cheese', 'pastry'], 14]
[['yogurt', 'whole milk', 'cream cheese', 'root vegetables'], 23]
[['yogurt', 'whole milk', 'cream cheese', 'sausage'], 12]
[['yogurt', 'whole milk', 'cream cheese', 'brown bread'], 11]
[['yogurt', 'whole milk', 'cream cheese', 'whipped/sour cream'], 23]
[['yogurt', 'whole milk', 'cream cheese', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'other vegetables', 'long life bakery product'], 26]
[['yogurt', 'whole milk', 'other vegetables', 'butter'], 43]
[['yogurt', 'whole milk', 'other vegetables', 'rice'], 15]
[['yogurt', 'whole milk', 'other vegetables', 'rolls/buns'], 59]
[['yogurt', 'whole milk', 'other vegetables', 'bottled beer'], 26]
[['yogurt', 'whole milk', 'other vegetables', 'white bread'], 21]
[['yogurt', 'whole milk', 'other vegetables', 'bottled water'], 39]
[['yogurt', 'whole milk', 'other vegetables', 'chocolate'], 17]
[['yogurt', 'whole milk', 'other vegetables', 'curd'], 36]
[['yogurt', 'whole milk', 'other vegetables', 'flour'], 16]
[['yogurt', 'whole milk', 'other vegetables', 'beef'], 30]
[['yogurt', 'whole milk', 'other vegetables', 'frankfurter'], 28]
[['yogurt', 'whole milk', 'other vegetables', 'soda'], 43]
[['yogurt', 'whole milk', 'other vegetables', 'chicken'], 25]
[['yogurt', 'whole milk', 'other vegetables', 'sugar'], 17]
[['yogurt', 'whole milk', 'other vegetables', 'fruit/vegetable juice'], 50]
[['yogurt', 'whole milk', 'other vegetables', 'newspapers'], 28]
[['yogurt', 'whole milk', 'other vegetables', 'butter milk'], 22]
[['yogurt', 'whole milk', 'other vegetables', 'pastry'], 40]
[['yogurt', 'whole milk', 'other vegetables', 'detergent'], 11]
[['yogurt', 'whole milk', 'other vegetables', 'root vegetables'], 77]
[['yogurt', 'whole milk', 'other vegetables', 'salty snack'], 13]
[['yogurt', 'whole milk', 'other vegetables', 'waffles'], 16]
[['yogurt', 'whole milk', 'other vegetables', 'candy'], 14]
[['yogurt', 'whole milk', 'other vegetables', 'sausage'], 37]
[['yogurt', 'whole milk', 'other vegetables', 'brown bread'], 28]
[['yogurt', 'whole milk', 'other vegetables', 'shopping bags'], 20]
[['yogurt', 'whole milk', 'other vegetables', 'hamburger meat'], 18]
[['yogurt', 'whole milk', 'other vegetables', 'hygiene articles'], 21]
[['yogurt', 'whole milk', 'other vegetables', 'napkins'], 21]
[['yogurt', 'whole milk', 'other vegetables', 'pork'], 23]
[['yogurt', 'whole milk', 'other vegetables', 'berries'], 12]
[['yogurt', 'whole milk', 'other vegetables', 'whipped/sour cream'], 55]
[['yogurt', 'whole milk', 'other vegetables', 'grapes'], 17]
[['yogurt', 'whole milk', 'other vegetables', 'dessert'], 25]
[['yogurt', 'whole milk', 'other vegetables', 'domestic eggs'], 33]
[['yogurt', 'whole milk', 'other vegetables', 'hard cheese'], 20]
[['yogurt', 'whole milk', 'other vegetables', 'cat food'], 13]
[['yogurt', 'whole milk', 'other vegetables', 'ham'], 20]
[['yogurt', 'whole milk', 'other vegetables', 'turkey'], 11]
[['yogurt', 'whole milk', 'other vegetables', 'baking powder'], 17]
[['yogurt', 'whole milk', 'other vegetables', 'oil'], 22]
[['yogurt', 'whole milk', 'other vegetables', 'frozen vegetables'], 35]
[['yogurt', 'whole milk', 'other vegetables', 'frozen meals'], 11]
[['yogurt', 'whole milk', 'other vegetables', 'onions'], 24]
[['yogurt', 'whole milk', 'other vegetables', 'herbs'], 13]
[['yogurt', 'whole milk', 'other vegetables', 'sliced cheese'], 19]
[['yogurt', 'whole milk', 'other vegetables', 'soft cheese'], 16]
[['yogurt', 'whole milk', 'other vegetables', 'specialty cheese'], 13]
[['yogurt', 'whole milk', 'other vegetables', 'frozen fish'], 12]
[['yogurt', 'whole milk', 'other vegetables', 'meat'], 15]
[['yogurt', 'whole milk', 'long life bakery product', 'rolls/buns'], 15]
[['yogurt', 'whole milk', 'long life bakery product', 'chocolate'], 11]
[['yogurt', 'whole milk', 'long life bakery product', 'fruit/vegetable juice'], 14]
[['yogurt', 'whole milk', 'long life bakery product', 'root vegetables'], 12]
[['yogurt', 'whole milk', 'long life bakery product', 'sausage'], 11]
[['yogurt', 'whole milk', 'long life bakery product', 'whipped/sour cream'], 17]
[['yogurt', 'whole milk', 'butter', 'rolls/buns'], 25]
[['yogurt', 'whole milk', 'butter', 'bottled beer'], 11]
[['yogurt', 'whole milk', 'butter', 'white bread'], 12]
[['yogurt', 'whole milk', 'butter', 'bottled water'], 13]
[['yogurt', 'whole milk', 'butter', 'chocolate'], 11]
[['yogurt', 'whole milk', 'butter', 'curd'], 23]
[['yogurt', 'whole milk', 'butter', 'beef'], 17]
[['yogurt', 'whole milk', 'butter', 'frankfurter'], 13]
[['yogurt', 'whole milk', 'butter', 'chicken'], 14]
[['yogurt', 'whole milk', 'butter', 'fruit/vegetable juice'], 21]
[['yogurt', 'whole milk', 'butter', 'pastry'], 11]
[['yogurt', 'whole milk', 'butter', 'root vegetables'], 30]
[['yogurt', 'whole milk', 'butter', 'sausage'], 15]
[['yogurt', 'whole milk', 'butter', 'brown bread'], 11]
[['yogurt', 'whole milk', 'butter', 'hamburger meat'], 12]
[['yogurt', 'whole milk', 'butter', 'napkins'], 11]
[['yogurt', 'whole milk', 'butter', 'pork'], 14]
[['yogurt', 'whole milk', 'butter', 'whipped/sour cream'], 26]
[['yogurt', 'whole milk', 'butter', 'domestic eggs'], 22]
[['yogurt', 'whole milk', 'butter', 'hard cheese'], 13]
[['yogurt', 'whole milk', 'butter', 'frozen vegetables'], 15]
[['yogurt', 'whole milk', 'butter', 'frozen meals'], 11]
[['yogurt', 'whole milk', 'butter', 'onions'], 13]
[['yogurt', 'whole milk', 'butter', 'sliced cheese'], 14]
[['yogurt', 'whole milk', 'butter', 'soft cheese'], 12]
[['yogurt', 'whole milk', 'rice', 'root vegetables'], 14]
[['yogurt', 'whole milk', 'rolls/buns', 'bottled beer'], 17]
[['yogurt', 'whole milk', 'rolls/buns', 'bottled water'], 27]
[['yogurt', 'whole milk', 'rolls/buns', 'chocolate'], 14]
[['yogurt', 'whole milk', 'rolls/buns', 'curd'], 25]
[['yogurt', 'whole milk', 'rolls/buns', 'beef'], 22]
[['yogurt', 'whole milk', 'rolls/buns', 'frankfurter'], 23]
[['yogurt', 'whole milk', 'rolls/buns', 'soda'], 28]
[['yogurt', 'whole milk', 'rolls/buns', 'chicken'], 13]
[['yogurt', 'whole milk', 'rolls/buns', 'fruit/vegetable juice'], 21]
[['yogurt', 'whole milk', 'rolls/buns', 'newspapers'], 26]
[['yogurt', 'whole milk', 'rolls/buns', 'butter milk'], 16]
[['yogurt', 'whole milk', 'rolls/buns', 'pastry'], 30]
[['yogurt', 'whole milk', 'rolls/buns', 'root vegetables'], 46]
[['yogurt', 'whole milk', 'rolls/buns', 'waffles'], 15]
[['yogurt', 'whole milk', 'rolls/buns', 'sausage'], 27]
[['yogurt', 'whole milk', 'rolls/buns', 'brown bread'], 14]
