[['semi-finished bread'], 174, '->', ['citrus fruit'], 814, 0.13793103448275862]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['curd'], 524, 0.104]
[['whole milk', 'rolls/buns', 'curd'], 58, '->', ['root vegetables'], 1072, 0.22413793103448276]
[['rolls/buns', 'curd'], 99, '->', ['whole milk', 'root vegetables'], 481, 0.13131313131313133]
[['rolls/buns', 'curd', 'whipped/sour cream'], 24, '->', ['whole milk'], 2513, 0.7083333333333334]
[['curd', 'whipped/sour cream'], 103, '->', ['whole milk', 'rolls/buns'], 557, 0.1650485436893204]
[['whole milk', 'curd', 'whipped/sour cream'], 58, '->', ['rolls/buns'], 1809, 0.29310344827586204]
[['curd', 'whipped/sour cream'], 103, '->', ['whole milk', 'rolls/buns'], 557, 0.1650485436893204]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['curd'], 524, 0.22077922077922077]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['whole milk', 'curd'], 257, 0.11805555555555555]
[['whole milk', 'rolls/buns', 'curd'], 58, '->', ['whipped/sour cream'], 705, 0.29310344827586204]
[['rolls/buns', 'curd'], 99, '->', ['whole milk', 'whipped/sour cream'], 317, 0.1717171717171717]
[['rolls/buns', 'beef', 'frankfurter'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['beef', 'frankfurter'], 47, '->', ['whole milk', 'rolls/buns'], 557, 0.2553191489361702]
[['whole milk', 'beef', 'frankfurter'], 29, '->', ['rolls/buns'], 1809, 0.41379310344827586]
[['beef', 'frankfurter'], 47, '->', ['whole milk', 'rolls/buns'], 557, 0.2553191489361702]
[['whole milk', 'rolls/buns', 'frankfurter'], 59, '->', ['beef'], 516, 0.2033898305084746]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['frankfurter'], 580, 0.1791044776119403]
[['rolls/buns', 'beef', 'soda'], 21, '->', ['whole milk'], 2513, 0.5238095238095238]
[['beef', 'soda'], 80, '->', ['whole milk', 'rolls/buns'], 557, 0.1375]
[['whole milk', 'beef', 'soda'], 34, '->', ['rolls/buns'], 1809, 0.3235294117647059]
[['beef', 'soda'], 80, '->', ['whole milk', 'rolls/buns'], 557, 0.1375]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['beef'], 516, 0.12643678160919541]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['soda'], 1715, 0.16417910447761194]
[['rolls/buns', 'beef', 'newspapers'], 20, '->', ['whole milk'], 2513, 0.55]
[['beef', 'newspapers'], 63, '->', ['whole milk', 'rolls/buns'], 557, 0.1746031746031746]
[['whole milk', 'beef', 'newspapers'], 25, '->', ['rolls/buns'], 1809, 0.44]
[['beef', 'newspapers'], 63, '->', ['whole milk', 'rolls/buns'], 557, 0.1746031746031746]
[['whole milk', 'rolls/buns', 'newspapers'], 75, '->', ['beef'], 516, 0.14666666666666667]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['newspapers'], 785, 0.16417910447761194]
[['rolls/buns', 'beef', 'pastry'], 22, '->', ['whole milk'], 2513, 0.5909090909090909]
[['beef', 'pastry'], 62, '->', ['whole milk', 'rolls/buns'], 557, 0.20967741935483872]
[['whole milk', 'beef', 'pastry'], 37, '->', ['rolls/buns'], 1809, 0.35135135135135137]
[['beef', 'pastry'], 62, '->', ['whole milk', 'rolls/buns'], 557, 0.20967741935483872]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['beef'], 516, 0.15476190476190477]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['pastry'], 875, 0.19402985074626866]
[['rolls/buns', 'beef', 'root vegetables'], 49, '->', ['whole milk'], 2513, 0.5714285714285714]
[['beef', 'root vegetables'], 171, '->', ['whole milk', 'rolls/buns'], 557, 0.16374269005847952]
[['whole milk', 'beef', 'root vegetables'], 79, '->', ['rolls/buns'], 1809, 0.35443037974683544]
[['beef', 'root vegetables'], 171, '->', ['whole milk', 'rolls/buns'], 557, 0.16374269005847952]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['beef'], 516, 0.224]
[['rolls/buns', 'root vegetables'], 239, '->', ['whole milk', 'beef'], 209, 0.11715481171548117]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['root vegetables'], 1072, 0.417910447761194]
[['rolls/buns', 'beef'], 134, '->', ['whole milk', 'root vegetables'], 481, 0.208955223880597]
[['rolls/buns', 'beef', 'sausage'], 19, '->', ['whole milk'], 2513, 0.5789473684210527]
[['beef', 'sausage'], 55, '->', ['whole milk', 'rolls/buns'], 557, 0.2]
[['whole milk', 'beef', 'sausage'], 30, '->', ['rolls/buns'], 1809, 0.36666666666666664]
[['beef', 'sausage'], 55, '->', ['whole milk', 'rolls/buns'], 557, 0.2]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['beef'], 516, 0.11956521739130435]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['sausage'], 924, 0.16417910447761194]
[['rolls/buns', 'beef', 'pork'], 22, '->', ['whole milk'], 2513, 0.5909090909090909]
[['beef', 'pork'], 75, '->', ['whole milk', 'rolls/buns'], 557, 0.17333333333333334]
[['whole milk', 'beef', 'pork'], 39, '->', ['rolls/buns'], 1809, 0.3333333333333333]
[['beef', 'pork'], 75, '->', ['whole milk', 'rolls/buns'], 557, 0.17333333333333334]
[['whole milk', 'rolls/buns', 'pork'], 61, '->', ['beef'], 516, 0.21311475409836064]
[['rolls/buns', 'pork'], 111, '->', ['whole milk', 'beef'], 209, 0.11711711711711711]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['pork'], 567, 0.19402985074626866]
[['rolls/buns', 'beef', 'whipped/sour cream'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['beef', 'whipped/sour cream'], 66, '->', ['whole milk', 'rolls/buns'], 557, 0.16666666666666666]
[['whole milk', 'beef', 'whipped/sour cream'], 34, '->', ['rolls/buns'], 1809, 0.3235294117647059]
[['beef', 'whipped/sour cream'], 66, '->', ['whole milk', 'rolls/buns'], 557, 0.16666666666666666]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['beef'], 516, 0.14285714285714285]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['whipped/sour cream'], 705, 0.16417910447761194]
[['rolls/buns', 'beef', 'domestic eggs'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['beef', 'domestic eggs'], 59, '->', ['whole milk', 'rolls/buns'], 557, 0.2033898305084746]
[['whole milk', 'beef', 'domestic eggs'], 37, '->', ['rolls/buns'], 1809, 0.32432432432432434]
[['beef', 'domestic eggs'], 59, '->', ['whole milk', 'rolls/buns'], 557, 0.2033898305084746]
[['whole milk', 'rolls/buns', 'domestic eggs'], 65, '->', ['beef'], 516, 0.18461538461538463]
[['whole milk', 'rolls/buns', 'beef'], 67, '->', ['domestic eggs'], 624, 0.1791044776119403]
[['rolls/buns', 'frankfurter', 'newspapers'], 20, '->', ['whole milk'], 2513, 0.55]
[['frankfurter', 'newspapers'], 49, '->', ['whole milk', 'rolls/buns'], 557, 0.22448979591836735]
[['whole milk', 'frankfurter', 'newspapers'], 20, '->', ['rolls/buns'], 1809, 0.55]
[['frankfurter', 'newspapers'], 49, '->', ['whole milk', 'rolls/buns'], 557, 0.22448979591836735]
[['whole milk', 'rolls/buns', 'newspapers'], 75, '->', ['frankfurter'], 580, 0.14666666666666667]
[['whole milk', 'rolls/buns', 'frankfurter'], 59, '->', ['newspapers'], 785, 0.1864406779661017]
[['rolls/buns', 'frankfurter', 'pastry'], 28, '->', ['whole milk'], 2513, 0.4642857142857143]
[['frankfurter', 'pastry'], 82, '->', ['whole milk', 'rolls/buns'], 557, 0.15853658536585366]
[['whole milk', 'frankfurter', 'pastry'], 39, '->', ['rolls/buns'], 1809, 0.3333333333333333]
[['frankfurter', 'pastry'], 82, '->', ['whole milk', 'rolls/buns'], 557, 0.15853658536585366]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['frankfurter'], 580, 0.15476190476190477]
[['whole milk', 'rolls/buns', 'frankfurter'], 59, '->', ['pastry'], 875, 0.22033898305084745]
[['rolls/buns', 'frankfurter', 'root vegetables'], 34, '->', ['whole milk'], 2513, 0.4411764705882353]
[['frankfurter', 'root vegetables'], 100, '->', ['whole milk', 'rolls/buns'], 557, 0.15]
[['whole milk', 'frankfurter', 'root vegetables'], 50, '->', ['rolls/buns'], 1809, 0.3]
[['frankfurter', 'root vegetables'], 100, '->', ['whole milk', 'rolls/buns'], 557, 0.15]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['frankfurter'], 580, 0.12]
[['whole milk', 'rolls/buns', 'frankfurter'], 59, '->', ['root vegetables'], 1072, 0.2542372881355932]
[['rolls/buns', 'frankfurter', 'sausage'], 38, '->', ['whole milk'], 2513, 0.34210526315789475]
[['frankfurter', 'sausage'], 99, '->', ['whole milk', 'rolls/buns'], 557, 0.13131313131313133]
[['whole milk', 'frankfurter', 'sausage'], 35, '->', ['rolls/buns'], 1809, 0.37142857142857144]
[['frankfurter', 'sausage'], 99, '->', ['whole milk', 'rolls/buns'], 557, 0.13131313131313133]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['frankfurter'], 580, 0.14130434782608695]
[['whole milk', 'rolls/buns', 'frankfurter'], 59, '->', ['sausage'], 924, 0.22033898305084745]
[['rolls/buns', 'soda', 'chicken'], 22, '->', ['whole milk'], 2513, 0.6818181818181818]
[['soda', 'chicken'], 82, '->', ['whole milk', 'rolls/buns'], 557, 0.18292682926829268]
[['whole milk', 'soda', 'chicken'], 35, '->', ['rolls/buns'], 1809, 0.42857142857142855]
[['soda', 'chicken'], 82, '->', ['whole milk', 'rolls/buns'], 557, 0.18292682926829268]
[['whole milk', 'rolls/buns', 'chicken'], 52, '->', ['soda'], 1715, 0.28846153846153844]
[['rolls/buns', 'chicken'], 95, '->', ['whole milk', 'soda'], 394, 0.15789473684210525]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['chicken'], 422, 0.1724137931034483]
[['rolls/buns', 'soda', 'fruit/vegetable juice'], 39, '->', ['whole milk'], 2513, 0.3333333333333333]
[['whole milk', 'soda', 'fruit/vegetable juice'], 60, '->', ['rolls/buns'], 1809, 0.21666666666666667]
[['whole milk', 'rolls/buns', 'fruit/vegetable juice'], 55, '->', ['soda'], 1715, 0.23636363636363636]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['fruit/vegetable juice'], 711, 0.14942528735632185]
[['rolls/buns', 'soda', 'pastry'], 53, '->', ['whole milk'], 2513, 0.32075471698113206]
[['whole milk', 'soda', 'pastry'], 81, '->', ['rolls/buns'], 1809, 0.20987654320987653]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['soda'], 1715, 0.20238095238095238]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['pastry'], 875, 0.19540229885057472]
[['rolls/buns', 'soda', 'root vegetables'], 48, '->', ['whole milk'], 2513, 0.5]
[['soda', 'root vegetables'], 183, '->', ['whole milk', 'rolls/buns'], 557, 0.13114754098360656]
[['whole milk', 'soda', 'root vegetables'], 80, '->', ['rolls/buns'], 1809, 0.3]
[['soda', 'root vegetables'], 183, '->', ['whole milk', 'rolls/buns'], 557, 0.13114754098360656]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['soda'], 1715, 0.192]
[['rolls/buns', 'root vegetables'], 239, '->', ['whole milk', 'soda'], 394, 0.100418410041841]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['root vegetables'], 1072, 0.27586206896551724]
[['rolls/buns', 'soda', 'waffles'], 27, '->', ['whole milk'], 2513, 0.48148148148148145]
[['soda', 'waffles'], 94, '->', ['whole milk', 'rolls/buns'], 557, 0.13829787234042554]
[['whole milk', 'soda', 'waffles'], 26, '->', ['rolls/buns'], 1809, 0.5]
[['soda', 'waffles'], 94, '->', ['whole milk', 'rolls/buns'], 557, 0.13829787234042554]
[['whole milk', 'rolls/buns', 'waffles'], 46, '->', ['soda'], 1715, 0.2826086956521739]
[['rolls/buns', 'waffles'], 90, '->', ['whole milk', 'soda'], 394, 0.14444444444444443]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['waffles'], 378, 0.14942528735632185]
[['rolls/buns', 'soda', 'candy'], 30, '->', ['whole milk'], 2513, 0.43333333333333335]
[['soda', 'candy'], 85, '->', ['whole milk', 'rolls/buns'], 557, 0.15294117647058825]
[['whole milk', 'soda', 'candy'], 25, '->', ['rolls/buns'], 1809, 0.52]
[['soda', 'candy'], 85, '->', ['whole milk', 'rolls/buns'], 557, 0.15294117647058825]
[['whole milk', 'rolls/buns', 'candy'], 26, '->', ['soda'], 1715, 0.5]
[['rolls/buns', 'candy'], 70, '->', ['whole milk', 'soda'], 394, 0.18571428571428572]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['candy'], 294, 0.14942528735632185]
[['rolls/buns', 'soda', 'sausage'], 95, '->', ['whole milk'], 2513, 0.23157894736842105]
[['whole milk', 'soda', 'sausage'], 66, '->', ['rolls/buns'], 1809, 0.3333333333333333]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['soda'], 1715, 0.2391304347826087]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['sausage'], 924, 0.25287356321839083]
[['rolls/buns', 'soda', 'brown bread'], 29, '->', ['whole milk'], 2513, 0.4482758620689655]
[['soda', 'brown bread'], 124, '->', ['whole milk', 'rolls/buns'], 557, 0.10483870967741936]
[['whole milk', 'soda', 'brown bread'], 50, '->', ['rolls/buns'], 1809, 0.26]
[['soda', 'brown bread'], 124, '->', ['whole milk', 'rolls/buns'], 557, 0.10483870967741936]
[['whole milk', 'rolls/buns', 'brown bread'], 52, '->', ['soda'], 1715, 0.25]
[['rolls/buns', 'brown bread'], 124, '->', ['whole milk', 'soda'], 394, 0.10483870967741936]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['brown bread'], 638, 0.14942528735632185]
[['rolls/buns', 'soda', 'shopping bags'], 62, '->', ['whole milk'], 2513, 0.22580645161290322]
[['whole milk', 'soda', 'shopping bags'], 67, '->', ['rolls/buns'], 1809, 0.208955223880597]
[['whole milk', 'rolls/buns', 'shopping bags'], 52, '->', ['soda'], 1715, 0.2692307692307692]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['shopping bags'], 969, 0.16091954022988506]
[['rolls/buns', 'soda', 'napkins'], 29, '->', ['whole milk'], 2513, 0.4482758620689655]
[['soda', 'napkins'], 118, '->', ['whole milk', 'rolls/buns'], 557, 0.11016949152542373]
[['whole milk', 'soda', 'napkins'], 46, '->', ['rolls/buns'], 1809, 0.2826086956521739]
[['soda', 'napkins'], 118, '->', ['whole milk', 'rolls/buns'], 557, 0.11016949152542373]
[['whole milk', 'rolls/buns', 'napkins'], 52, '->', ['soda'], 1715, 0.25]
[['rolls/buns', 'napkins'], 115, '->', ['whole milk', 'soda'], 394, 0.11304347826086956]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['napkins'], 515, 0.14942528735632185]
[['rolls/buns', 'soda', 'pork'], 23, '->', ['whole milk'], 2513, 0.5217391304347826]
[['soda', 'pork'], 117, '->', ['whole milk', 'rolls/buns'], 557, 0.10256410256410256]
[['whole milk', 'soda', 'pork'], 42, '->', ['rolls/buns'], 1809, 0.2857142857142857]
[['soda', 'pork'], 117, '->', ['whole milk', 'rolls/buns'], 557, 0.10256410256410256]
[['whole milk', 'rolls/buns', 'pork'], 61, '->', ['soda'], 1715, 0.19672131147540983]
[['rolls/buns', 'pork'], 111, '->', ['whole milk', 'soda'], 394, 0.10810810810810811]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['pork'], 567, 0.13793103448275862]
[['rolls/buns', 'soda', 'whipped/sour cream'], 31, '->', ['whole milk'], 2513, 0.4838709677419355]
[['soda', 'whipped/sour cream'], 114, '->', ['whole milk', 'rolls/buns'], 557, 0.13157894736842105]
[['whole milk', 'soda', 'whipped/sour cream'], 54, '->', ['rolls/buns'], 1809, 0.2777777777777778]
[['soda', 'whipped/sour cream'], 114, '->', ['whole milk', 'rolls/buns'], 557, 0.13157894736842105]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['soda'], 1715, 0.19480519480519481]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['whole milk', 'soda'], 394, 0.10416666666666667]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['whipped/sour cream'], 705, 0.1724137931034483]
[['rolls/buns', 'soda', 'domestic eggs'], 34, '->', ['whole milk'], 2513, 0.38235294117647056]
[['soda', 'domestic eggs'], 122, '->', ['whole milk', 'rolls/buns'], 557, 0.10655737704918032]
[['whole milk', 'soda', 'domestic eggs'], 51, '->', ['rolls/buns'], 1809, 0.2549019607843137]
[['soda', 'domestic eggs'], 122, '->', ['whole milk', 'rolls/buns'], 557, 0.10655737704918032]
[['whole milk', 'rolls/buns', 'domestic eggs'], 65, '->', ['soda'], 1715, 0.2]
[['whole milk', 'rolls/buns', 'soda'], 87, '->', ['domestic eggs'], 624, 0.14942528735632185]
[['rolls/buns', 'chicken', 'root vegetables'], 25, '->', ['whole milk'], 2513, 0.68]
[['chicken', 'root vegetables'], 107, '->', ['whole milk', 'rolls/buns'], 557, 0.1588785046728972]
[['whole milk', 'chicken', 'root vegetables'], 59, '->', ['rolls/buns'], 1809, 0.288135593220339]
[['chicken', 'root vegetables'], 107, '->', ['whole milk', 'rolls/buns'], 557, 0.1588785046728972]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['chicken'], 422, 0.136]
[['whole milk', 'rolls/buns', 'chicken'], 52, '->', ['root vegetables'], 1072, 0.3269230769230769]
[['rolls/buns', 'chicken'], 95, '->', ['whole milk', 'root vegetables'], 481, 0.17894736842105263]
[['rolls/buns', 'chicken', 'sausage'], 16, '->', ['whole milk'], 2513, 0.6875]
[['chicken', 'sausage'], 52, '->', ['whole milk', 'rolls/buns'], 557, 0.21153846153846154]
[['whole milk', 'chicken', 'sausage'], 30, '->', ['rolls/buns'], 1809, 0.36666666666666664]
[['chicken', 'sausage'], 52, '->', ['whole milk', 'rolls/buns'], 557, 0.21153846153846154]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['chicken'], 422, 0.11956521739130435]
[['whole milk', 'rolls/buns', 'chicken'], 52, '->', ['sausage'], 924, 0.21153846153846154]
[['rolls/buns', 'chicken'], 95, '->', ['whole milk', 'sausage'], 294, 0.11578947368421053]
[['rolls/buns', 'chicken', 'pork'], 18, '->', ['whole milk'], 2513, 0.6111111111111112]
[['chicken', 'pork'], 57, '->', ['whole milk', 'rolls/buns'], 557, 0.19298245614035087]
[['whole milk', 'chicken', 'pork'], 29, '->', ['rolls/buns'], 1809, 0.3793103448275862]
[['chicken', 'pork'], 57, '->', ['whole milk', 'rolls/buns'], 557, 0.19298245614035087]
[['whole milk', 'rolls/buns', 'pork'], 61, '->', ['chicken'], 422, 0.18032786885245902]
[['whole milk', 'rolls/buns', 'chicken'], 52, '->', ['pork'], 567, 0.21153846153846154]
[['rolls/buns', 'chicken'], 95, '->', ['whole milk', 'pork'], 218, 0.11578947368421053]
[['rolls/buns', 'chicken', 'whipped/sour cream'], 21, '->', ['whole milk'], 2513, 0.7619047619047619]
[['chicken', 'whipped/sour cream'], 71, '->', ['whole milk', 'rolls/buns'], 557, 0.22535211267605634]
[['whole milk', 'chicken', 'whipped/sour cream'], 41, '->', ['rolls/buns'], 1809, 0.3902439024390244]
[['chicken', 'whipped/sour cream'], 71, '->', ['whole milk', 'rolls/buns'], 557, 0.22535211267605634]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['chicken'], 422, 0.2077922077922078]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['whole milk', 'chicken'], 173, 0.1111111111111111]
[['whole milk', 'rolls/buns', 'chicken'], 52, '->', ['whipped/sour cream'], 705, 0.3076923076923077]
[['rolls/buns', 'chicken'], 95, '->', ['whole milk', 'whipped/sour cream'], 317, 0.16842105263157894]
[['rolls/buns', 'chicken', 'domestic eggs'], 20, '->', ['whole milk'], 2513, 0.65]
[['chicken', 'domestic eggs'], 61, '->', ['whole milk', 'rolls/buns'], 557, 0.21311475409836064]
[['whole milk', 'chicken', 'domestic eggs'], 39, '->', ['rolls/buns'], 1809, 0.3333333333333333]
[['chicken', 'domestic eggs'], 61, '->', ['whole milk', 'rolls/buns'], 557, 0.21311475409836064]
[['whole milk', 'rolls/buns', 'domestic eggs'], 65, '->', ['chicken'], 422, 0.2]
[['whole milk', 'rolls/buns', 'chicken'], 52, '->', ['domestic eggs'], 624, 0.25]
[['rolls/buns', 'chicken'], 95, '->', ['whole milk', 'domestic eggs'], 295, 0.1368421052631579]
[['rolls/buns', 'fruit/vegetable juice', 'pastry'], 24, '->', ['whole milk'], 2513, 0.4583333333333333]
[['fruit/vegetable juice', 'pastry'], 84, '->', ['whole milk', 'rolls/buns'], 557, 0.13095238095238096]
[['whole milk', 'fruit/vegetable juice', 'pastry'], 42, '->', ['rolls/buns'], 1809, 0.2619047619047619]
[['fruit/vegetable juice', 'pastry'], 84, '->', ['whole milk', 'rolls/buns'], 557, 0.13095238095238096]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['fruit/vegetable juice'], 711, 0.13095238095238096]
[['whole milk', 'rolls/buns', 'fruit/vegetable juice'], 55, '->', ['pastry'], 875, 0.2]
[['rolls/buns', 'fruit/vegetable juice', 'domestic eggs'], 21, '->', ['whole milk'], 2513, 0.6190476190476191]
[['fruit/vegetable juice', 'domestic eggs'], 79, '->', ['whole milk', 'rolls/buns'], 557, 0.16455696202531644]
[['whole milk', 'fruit/vegetable juice', 'domestic eggs'], 47, '->', ['rolls/buns'], 1809, 0.2765957446808511]
[['fruit/vegetable juice', 'domestic eggs'], 79, '->', ['whole milk', 'rolls/buns'], 557, 0.16455696202531644]
[['whole milk', 'rolls/buns', 'domestic eggs'], 65, '->', ['fruit/vegetable juice'], 711, 0.2]
[['whole milk', 'rolls/buns', 'fruit/vegetable juice'], 55, '->', ['domestic eggs'], 624, 0.23636363636363636]
[['rolls/buns', 'newspapers', 'pastry'], 29, '->', ['whole milk'], 2513, 0.5172413793103449]
[['newspapers', 'pastry'], 83, '->', ['whole milk', 'rolls/buns'], 557, 0.18072289156626506]
[['whole milk', 'newspapers', 'pastry'], 38, '->', ['rolls/buns'], 1809, 0.39473684210526316]
[['newspapers', 'pastry'], 83, '->', ['whole milk', 'rolls/buns'], 557, 0.18072289156626506]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['newspapers'], 785, 0.17857142857142858]
[['whole milk', 'rolls/buns', 'newspapers'], 75, '->', ['pastry'], 875, 0.2]
[['rolls/buns', 'newspapers', 'root vegetables'], 31, '->', ['whole milk'], 2513, 0.5161290322580645]
[['newspapers', 'root vegetables'], 113, '->', ['whole milk', 'rolls/buns'], 557, 0.1415929203539823]
[['whole milk', 'newspapers', 'root vegetables'], 57, '->', ['rolls/buns'], 1809, 0.2807017543859649]
[['newspapers', 'root vegetables'], 113, '->', ['whole milk', 'rolls/buns'], 557, 0.1415929203539823]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['newspapers'], 785, 0.128]
[['whole milk', 'rolls/buns', 'newspapers'], 75, '->', ['root vegetables'], 1072, 0.21333333333333335]
[['rolls/buns', 'newspapers', 'waffles'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['newspapers', 'waffles'], 41, '->', ['whole milk', 'rolls/buns'], 557, 0.2682926829268293]
[['whole milk', 'newspapers', 'waffles'], 19, '->', ['rolls/buns'], 1809, 0.5789473684210527]
[['newspapers', 'waffles'], 41, '->', ['whole milk', 'rolls/buns'], 557, 0.2682926829268293]
[['whole milk', 'rolls/buns', 'waffles'], 46, '->', ['newspapers'], 785, 0.2391304347826087]
[['rolls/buns', 'waffles'], 90, '->', ['whole milk', 'newspapers'], 269, 0.12222222222222222]
[['whole milk', 'rolls/buns', 'newspapers'], 75, '->', ['waffles'], 378, 0.14666666666666667]
[['rolls/buns', 'newspapers', 'sausage'], 30, '->', ['whole milk'], 2513, 0.4]
[['newspapers', 'sausage'], 79, '->', ['whole milk', 'rolls/buns'], 557, 0.1518987341772152]
[['whole milk', 'newspapers', 'sausage'], 30, '->', ['rolls/buns'], 1809, 0.4]
[['newspapers', 'sausage'], 79, '->', ['whole milk', 'rolls/buns'], 557, 0.1518987341772152]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['newspapers'], 785, 0.13043478260869565]
[['whole milk', 'rolls/buns', 'newspapers'], 75, '->', ['sausage'], 924, 0.16]
[['rolls/buns', 'newspapers', 'napkins'], 20, '->', ['whole milk'], 2513, 0.55]
[['newspapers', 'napkins'], 61, '->', ['whole milk', 'rolls/buns'], 557, 0.18032786885245902]
[['whole milk', 'newspapers', 'napkins'], 23, '->', ['rolls/buns'], 1809, 0.4782608695652174]
[['newspapers', 'napkins'], 61, '->', ['whole milk', 'rolls/buns'], 557, 0.18032786885245902]
[['whole milk', 'rolls/buns', 'napkins'], 52, '->', ['newspapers'], 785, 0.21153846153846154]
[['whole milk', 'rolls/buns', 'newspapers'], 75, '->', ['napkins'], 515, 0.14666666666666667]
[['rolls/buns', 'newspapers', 'whipped/sour cream'], 19, '->', ['whole milk'], 2513, 0.5789473684210527]
[['newspapers', 'whipped/sour cream'], 71, '->', ['whole milk', 'rolls/buns'], 557, 0.15492957746478872]
[['whole milk', 'newspapers', 'whipped/sour cream'], 28, '->', ['rolls/buns'], 1809, 0.39285714285714285]
[['newspapers', 'whipped/sour cream'], 71, '->', ['whole milk', 'rolls/buns'], 557, 0.15492957746478872]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['newspapers'], 785, 0.14285714285714285]
[['whole milk', 'rolls/buns', 'newspapers'], 75, '->', ['whipped/sour cream'], 705, 0.14666666666666667]
[['rolls/buns', 'pastry', 'root vegetables'], 37, '->', ['whole milk'], 2513, 0.5945945945945946]
[['pastry', 'root vegetables'], 108, '->', ['whole milk', 'rolls/buns'], 557, 0.2037037037037037]
[['whole milk', 'pastry', 'root vegetables'], 56, '->', ['rolls/buns'], 1809, 0.39285714285714285]
[['pastry', 'root vegetables'], 108, '->', ['whole milk', 'rolls/buns'], 557, 0.2037037037037037]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['pastry'], 875, 0.176]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['root vegetables'], 1072, 0.2619047619047619]
[['rolls/buns', 'pastry'], 206, '->', ['whole milk', 'root vegetables'], 481, 0.10679611650485436]
[['rolls/buns', 'pastry', 'sausage'], 38, '->', ['whole milk'], 2513, 0.42105263157894735]
[['pastry', 'sausage'], 123, '->', ['whole milk', 'rolls/buns'], 557, 0.13008130081300814]
[['whole milk', 'pastry', 'sausage'], 56, '->', ['rolls/buns'], 1809, 0.2857142857142857]
[['pastry', 'sausage'], 123, '->', ['whole milk', 'rolls/buns'], 557, 0.13008130081300814]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['pastry'], 875, 0.17391304347826086]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['sausage'], 924, 0.19047619047619047]
[['rolls/buns', 'pastry', 'pork'], 23, '->', ['whole milk'], 2513, 0.4782608695652174]
[['pastry', 'pork'], 62, '->', ['whole milk', 'rolls/buns'], 557, 0.1774193548387097]
[['whole milk', 'pastry', 'pork'], 31, '->', ['rolls/buns'], 1809, 0.3548387096774194]
[['pastry', 'pork'], 62, '->', ['whole milk', 'rolls/buns'], 557, 0.1774193548387097]
[['whole milk', 'rolls/buns', 'pork'], 61, '->', ['pastry'], 875, 0.18032786885245902]
